"filename", "language", "Markdown", "JavaScript React", "HTML", "CSS", "JSON", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\index.jsx", "JavaScript React", 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\index.md", "Markdown", 1016, 0, 0, 0, 0, 0, 0, 0, 260, 1276
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\Header\header.css", "CSS", 0, 0, 0, 7, 0, 0, 0, 0, 0, 7
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\Header\index.jsx", "JavaScript React", 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\Main\index.jsx", "JavaScript React", 0, 21, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\Main\main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\Side\index.jsx", "JavaScript React", 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\Side\side.css", "CSS", 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\view\Curriculum\Add.jsx", "JavaScript React", 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\view\Curriculum\List.jsx", "JavaScript React", 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\view\Hello\index.jsx", "JavaScript React", 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\view\Student\Add.jsx", "JavaScript React", 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Admin\view\Student\List.jsx", "JavaScript React", 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Login\Login.jsx", "JavaScript React", 0, 32, 0, 0, 0, 0, 0, 0, 4, 36
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\page\Login\login.css", "CSS", 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\style\app.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 81, 2, 83
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\style\global.css", "CSS", 0, 0, 0, 46, 0, 0, 0, 1, 6, 53
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\React核心\reactdemo\src\utils\tools.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 10, 4, 38
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\Hello React\index.html", "HTML", 0, 0, 35, 0, 0, 0, 0, 6, 0, 41
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\React概述.md", "Markdown", 4, 0, 0, 0, 0, 0, 0, 0, 4, 8
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\cli\cli.md", "Markdown", 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\cli\reactdemo\README.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 33, 71
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\cli\reactdemo\package.json", "JSON", 0, 0, 0, 0, 38, 0, 0, 0, 1, 39
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\cli\reactdemo\public\index.html", "HTML", 0, 0, 20, 0, 0, 0, 0, 23, 1, 44
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\cli\reactdemo\public\manifest.json", "JSON", 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"c:\Users\Administrator.DESKTOP-25OOQGO\Desktop\React\认识React\cli\reactdemo\src\index.jsx", "JavaScript React", 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"Total", "-", 2237, 6427, 283, 462, 323, 28148, 1, 2474, 8691, 49046
